Invoice ID,Branch,City,Customer Type,Gender,Product Line,Unit Price,Quantity,GST (%),Tax,Total,Gross Income,Payment,Rating,Date,Day of Week
INV00598,B,Kolkata,Member,Male,Food and beverages,87.38,1,5,4.37,87.38,91.75,Cash,9.5,6/2/2025,Monday
INV00599,C,Hyderabad,Member,Female,Health and beauty,93.92,8,12,90.16,751.36,841.52,Credit card,5.4,8/30/2024,Friday
INV00600,B,Delhi,Normal,Male,Home and lifestyle,53.52,3,18,28.9,160.56,189.46,Ewallet,9.5,4/15/2025,Tuesday
INV00601,C,Bangalore,Normal,Female,Fashion accessories,70.82,1,12,8.5,70.82,79.32,Cash,6.7,7/24/2025,Thursday
INV00602,A,Bangalore,Member,Male,Electronic accessories,84.31,8,18,121.41,674.48,795.89,Cash,8.8,6/8/2025,Sunday
INV00603,B,Chennai,Member,Female,Electronic accessories,11.91,1,18,2.14,11.91,14.05,Ewallet,8.3,6/12/2025,Thursday
INV00604,B,Ahmedabad,Normal,Male,Food and beverages,39.29,7,5,13.75,275.03,288.78,Credit card,7.7,4/6/2025,Sunday
INV00605,C,Chennai,Member,Male,Health and beauty,51.81,1,12,6.22,51.81,58.03,Ewallet,5.6,4/29/2025,Tuesday
INV00606,B,Bangalore,Member,Male,Health and beauty,62.14,8,12,59.65,497.12,556.77,Ewallet,4.6,4/2/2025,Wednesday
INV00607,C,Hyderabad,Member,Female,Sports and travel,18.06,2,5,1.81,36.12,37.93,Ewallet,4.6,1/12/2025,Sunday
INV00608,B,Chennai,Member,Female,Fashion accessories,11.98,7,12,10.06,83.86,93.92,Ewallet,7.7,4/24/2025,Thursday
INV00609,B,Mumbai,Normal,Female,Sports and travel,49.99,9,5,22.5,449.91,472.41,Credit card,5.8,11/13/2024,Wednesday
INV00610,B,Chennai,Normal,Male,Electronic accessories,50.92,9,18,82.49,458.28,540.77,Ewallet,5.0,9/15/2024,Sunday
INV00611,A,Hyderabad,Normal,Female,Electronic accessories,17.98,6,18,19.42,107.88,127.3,Ewallet,9.1,6/1/2025,Sunday
INV00612,A,Bangalore,Member,Female,Electronic accessories,12.52,1,18,2.25,12.52,14.77,Cash,5.1,8/21/2024,Wednesday
INV00613,C,Pune,Member,Female,Sports and travel,75.87,3,5,11.38,227.61,238.99,Credit card,8.3,10/22/2024,Tuesday
INV00614,C,Kolkata,Normal,Male,Health and beauty,46.73,8,12,44.86,373.84,418.7,Ewallet,5.9,1/27/2025,Monday
INV00615,B,Kolkata,Member,Female,Food and beverages,22.5,9,5,10.12,202.5,212.62,Cash,5.5,2/28/2025,Friday
INV00616,A,Bangalore,Normal,Female,Health and beauty,93.73,4,12,44.99,374.92,419.91,Cash,6.7,10/26/2024,Saturday
INV00617,A,Delhi,Member,Female,Electronic accessories,16.48,1,18,2.97,16.48,19.45,Cash,8.4,3/11/2025,Tuesday
INV00618,C,Kolkata,Normal,Female,Health and beauty,41.87,3,12,15.07,125.61,140.68,Ewallet,7.6,11/25/2024,Monday
INV00619,A,Hyderabad,Member,Female,Home and lifestyle,81.92,3,18,44.24,245.76,290.0,Ewallet,4.4,9/6/2024,Friday
INV00620,C,Pune,Normal,Male,Home and lifestyle,70.91,2,18,25.53,141.82,167.35,Credit card,6.8,7/10/2025,Thursday
INV00621,C,Delhi,Normal,Male,Fashion accessories,32.66,3,12,11.76,97.98,109.74,Ewallet,4.6,7/25/2025,Friday
INV00622,B,Bangalore,Normal,Female,Electronic accessories,80.93,4,18,58.27,323.72,381.99,Credit card,5.8,3/18/2025,Tuesday
INV00623,B,Delhi,Normal,Male,Electronic accessories,63.7,7,18,80.26,445.9,526.16,Ewallet,9.2,9/28/2024,Saturday
INV00624,B,Kolkata,Normal,Female,Home and lifestyle,17.53,7,18,22.09,122.71,144.8,Ewallet,8.6,6/22/2025,Sunday
INV00625,A,Kolkata,Member,Male,Food and beverages,54.0,2,5,5.4,108.0,113.4,Credit card,6.9,7/14/2025,Monday
INV00626,A,Kolkata,Normal,Female,Health and beauty,74.63,4,12,35.82,298.52,334.34,Ewallet,4.2,1/28/2025,Tuesday
INV00627,C,Kolkata,Member,Male,Electronic accessories,86.27,9,18,139.76,776.43,916.19,Credit card,8.5,5/1/2025,Thursday
INV00628,C,Ahmedabad,Member,Female,Sports and travel,90.42,6,5,27.13,542.52,569.65,Credit card,7.5,7/23/2025,Wednesday
INV00629,C,Kolkata,Normal,Male,Fashion accessories,30.06,7,12,25.25,210.42,235.67,Credit card,5.7,8/14/2024,Wednesday
INV00630,A,Chennai,Normal,Female,Home and lifestyle,28.89,1,18,5.2,28.89,34.09,Credit card,6.1,12/10/2024,Tuesday
INV00631,B,Hyderabad,Normal,Male,Food and beverages,59.16,2,5,5.92,118.32,124.24,Credit card,5.4,7/20/2025,Sunday
INV00632,C,Pune,Normal,Male,Food and beverages,49.33,7,5,17.27,345.31,362.58,Cash,7.5,6/16/2025,Monday
INV00633,A,Chennai,Normal,Female,Sports and travel,63.27,7,5,22.14,442.89,465.03,Cash,9.5,11/17/2024,Sunday
INV00634,A,Delhi,Member,Male,Electronic accessories,61.14,7,18,77.04,427.98,505.02,Cash,5.5,12/1/2024,Sunday
INV00635,C,Chennai,Member,Male,Fashion accessories,53.83,8,12,51.68,430.64,482.32,Cash,9.1,4/28/2025,Monday
INV00636,C,Hyderabad,Normal,Male,Food and beverages,85.25,8,5,34.1,682.0,716.1,Credit card,5.1,10/24/2024,Thursday
INV00637,C,Pune,Member,Female,Home and lifestyle,69.16,2,18,24.9,138.32,163.22,Cash,9.7,11/25/2024,Monday
INV00638,A,Kolkata,Member,Male,Fashion accessories,75.1,2,12,18.02,150.2,168.22,Credit card,7.5,1/10/2025,Friday
INV00639,A,Bangalore,Member,Male,Electronic accessories,45.8,4,18,32.98,183.2,216.18,Cash,5.9,7/15/2025,Tuesday
INV00640,A,Mumbai,Normal,Female,Fashion accessories,80.35,1,12,9.64,80.35,89.99,Cash,7.1,6/19/2025,Thursday
INV00641,A,Mumbai,Member,Male,Electronic accessories,22.85,8,18,32.9,182.8,215.7,Cash,5.1,6/15/2025,Sunday
INV00642,B,Ahmedabad,Member,Male,Electronic accessories,62.64,8,18,90.2,501.12,591.32,Ewallet,9.6,3/5/2025,Wednesday
INV00643,C,Pune,Member,Male,Home and lifestyle,65.74,8,18,94.67,525.92,620.59,Ewallet,9.6,3/21/2025,Friday
INV00644,B,Delhi,Member,Male,Home and lifestyle,67.08,2,18,24.15,134.16,158.31,Credit card,4.1,3/2/2025,Sunday
INV00645,A,Mumbai,Member,Female,Food and beverages,13.34,4,5,2.67,53.36,56.03,Ewallet,4.9,4/26/2025,Saturday
INV00646,A,Kolkata,Normal,Female,Fashion accessories,10.42,7,12,8.75,72.94,81.69,Credit card,5.9,7/14/2025,Monday
INV00647,B,Bangalore,Normal,Female,Food and beverages,12.93,6,5,3.88,77.58,81.46,Cash,6.8,11/17/2024,Sunday
INV00648,A,Bangalore,Normal,Female,Home and lifestyle,22.73,9,18,36.82,204.57,241.39,Ewallet,7.6,8/17/2024,Saturday
INV00649,B,Chennai,Normal,Female,Sports and travel,47.46,1,5,2.37,47.46,49.83,Credit card,5.6,3/10/2025,Monday
INV00650,C,Kolkata,Normal,Male,Electronic accessories,59.11,1,18,10.64,59.11,69.75,Ewallet,4.7,7/15/2025,Tuesday
INV00651,C,Pune,Member,Female,Health and beauty,55.62,4,12,26.7,222.48,249.18,Credit card,9.4,7/26/2025,Saturday
INV00652,A,Hyderabad,Normal,Female,Health and beauty,41.13,1,12,4.94,41.13,46.07,Ewallet,4.9,8/7/2024,Wednesday
INV00653,C,Pune,Member,Male,Fashion accessories,94.96,8,12,91.16,759.68,850.84,Ewallet,5.3,6/13/2025,Friday
INV00654,A,Chennai,Member,Male,Fashion accessories,57.06,6,12,41.08,342.36,383.44,Cash,7.4,6/11/2025,Wednesday
INV00655,C,Hyderabad,Member,Female,Sports and travel,49.21,4,5,9.84,196.84,206.68,Ewallet,5.9,2/1/2025,Saturday
INV00656,B,Mumbai,Member,Female,Fashion accessories,68.46,3,12,24.65,205.38,230.03,Credit card,5.8,11/14/2024,Thursday
INV00657,C,Chennai,Normal,Male,Home and lifestyle,46.71,4,18,33.63,186.84,220.47,Credit card,8.4,11/13/2024,Wednesday
INV00658,B,Chennai,Member,Male,Fashion accessories,45.45,2,12,10.91,90.9,101.81,Ewallet,8.9,2/21/2025,Friday
INV00659,B,Bangalore,Member,Male,Home and lifestyle,29.55,7,18,37.23,206.85,244.08,Credit card,8.0,3/21/2025,Friday
INV00660,A,Pune,Member,Female,Home and lifestyle,44.79,9,18,72.56,403.11,475.67,Credit card,4.7,9/14/2024,Saturday
INV00661,B,Mumbai,Normal,Female,Home and lifestyle,62.76,2,18,22.59,125.52,148.11,Ewallet,5.8,2/1/2025,Saturday
INV00662,A,Delhi,Member,Male,Sports and travel,35.47,8,5,14.19,283.76,297.95,Credit card,4.1,4/15/2025,Tuesday
INV00663,B,Chennai,Member,Female,Electronic accessories,98.37,8,18,141.65,786.96,928.61,Cash,7.1,10/18/2024,Friday
INV00664,B,Ahmedabad,Normal,Female,Home and lifestyle,60.74,9,18,98.4,546.66,645.06,Ewallet,8.8,12/23/2024,Monday
INV00665,C,Pune,Member,Male,Fashion accessories,93.73,7,12,78.73,656.11,734.84,Cash,4.4,9/24/2024,Tuesday
INV00666,A,Mumbai,Normal,Female,Fashion accessories,93.81,8,12,90.06,750.48,840.54,Ewallet,7.9,11/17/2024,Sunday
INV00667,A,Pune,Normal,Male,Home and lifestyle,12.12,8,18,17.45,96.96,114.41,Ewallet,8.9,3/25/2025,Tuesday
INV00668,C,Delhi,Normal,Female,Health and beauty,29.3,1,12,3.52,29.3,32.82,Ewallet,9.6,11/26/2024,Tuesday
INV00669,C,Kolkata,Normal,Male,Electronic accessories,13.83,2,18,4.98,27.66,32.64,Cash,4.0,3/31/2025,Monday
INV00670,A,Chennai,Member,Male,Fashion accessories,19.08,6,12,13.74,114.48,128.22,Credit card,9.5,4/9/2025,Wednesday
INV00671,B,Kolkata,Normal,Female,Health and beauty,99.89,7,12,83.91,699.23,783.14,Ewallet,7.4,8/8/2024,Thursday
INV00672,A,Kolkata,Normal,Male,Health and beauty,61.52,7,12,51.68,430.64,482.32,Ewallet,7.0,6/17/2025,Tuesday
INV00673,B,Delhi,Normal,Male,Home and lifestyle,10.91,2,18,3.93,21.82,25.75,Ewallet,8.8,3/7/2025,Friday
INV00674,A,Delhi,Normal,Female,Food and beverages,77.55,2,5,7.76,155.1,162.86,Credit card,8.2,10/25/2024,Friday
INV00675,A,Pune,Normal,Female,Home and lifestyle,21.54,8,18,31.02,172.32,203.34,Ewallet,9.7,1/13/2025,Monday
INV00676,C,Pune,Member,Male,Fashion accessories,48.22,1,12,5.79,48.22,54.01,Ewallet,7.8,9/26/2024,Thursday
INV00677,C,Bangalore,Normal,Male,Home and lifestyle,36.55,5,18,32.89,182.75,215.64,Cash,6.0,6/9/2025,Monday
INV00678,A,Hyderabad,Member,Male,Health and beauty,55.21,3,12,19.88,165.63,185.51,Credit card,5.2,1/1/2025,Wednesday
INV00679,C,Hyderabad,Normal,Male,Food and beverages,70.9,7,5,24.82,496.3,521.12,Credit card,8.6,1/25/2025,Saturday
INV00680,B,Chennai,Normal,Male,Electronic accessories,69.56,2,18,25.04,139.12,164.16,Cash,5.8,1/26/2025,Sunday
INV00681,A,Mumbai,Normal,Male,Health and beauty,71.4,9,12,77.11,642.6,719.71,Ewallet,9.1,11/13/2024,Wednesday
INV00682,B,Delhi,Normal,Male,Food and beverages,54.66,2,5,5.47,109.32,114.79,Cash,6.9,8/4/2024,Sunday
INV00683,C,Delhi,Normal,Female,Health and beauty,19.03,7,12,15.99,133.21,149.2,Cash,7.4,5/18/2025,Sunday
INV00684,C,Ahmedabad,Member,Male,Sports and travel,40.94,8,5,16.38,327.52,343.9,Cash,8.7,5/14/2025,Wednesday
INV00685,C,Kolkata,Normal,Male,Food and beverages,75.77,1,5,3.79,75.77,79.56,Credit card,5.5,7/13/2025,Sunday
INV00686,B,Ahmedabad,Normal,Female,Health and beauty,68.13,5,12,40.88,340.65,381.53,Ewallet,7.8,6/8/2025,Sunday
INV00687,B,Mumbai,Member,Female,Health and beauty,47.49,4,12,22.8,189.96,212.76,Credit card,6.6,5/25/2025,Sunday
INV00688,A,Bangalore,Normal,Male,Fashion accessories,58.01,2,12,13.92,116.02,129.94,Cash,5.1,4/22/2025,Tuesday
INV00689,A,Kolkata,Member,Female,Home and lifestyle,69.08,7,18,87.04,483.56,570.6,Credit card,4.9,3/4/2025,Tuesday
INV00690,C,Mumbai,Member,Female,Health and beauty,30.51,9,12,32.95,274.59,307.54,Credit card,7.5,12/30/2024,Monday
INV00691,C,Kolkata,Normal,Male,Health and beauty,17.69,2,12,4.25,35.38,39.63,Cash,8.4,2/10/2025,Monday
INV00692,C,Hyderabad,Normal,Female,Electronic accessories,29.13,7,18,36.7,203.91,240.61,Credit card,9.9,8/29/2024,Thursday
INV00693,B,Delhi,Normal,Female,Fashion accessories,13.26,7,12,11.14,92.82,103.96,Cash,9.5,12/21/2024,Saturday
INV00694,B,Ahmedabad,Member,Female,Health and beauty,38.17,7,12,32.06,267.19,299.25,Ewallet,6.0,7/31/2024,Wednesday
INV00695,A,Mumbai,Member,Female,Home and lifestyle,91.04,5,18,81.94,455.2,537.14,Cash,4.1,12/27/2024,Friday
INV00696,B,Delhi,Member,Male,Home and lifestyle,70.19,2,18,25.27,140.38,165.65,Ewallet,5.5,7/23/2025,Wednesday
INV00697,A,Ahmedabad,Normal,Male,Electronic accessories,98.62,8,18,142.01,788.96,930.97,Credit card,7.6,7/13/2025,Sunday
INV00698,B,Pune,Normal,Female,Electronic accessories,30.05,3,18,16.23,90.15,106.38,Ewallet,9.5,7/17/2025,Thursday
INV00699,B,Bangalore,Normal,Female,Electronic accessories,13.3,8,18,19.15,106.4,125.55,Cash,8.4,2/20/2025,Thursday
INV00700,C,Mumbai,Member,Female,Electronic accessories,47.49,3,18,25.64,142.47,168.11,Ewallet,5.6,7/26/2025,Saturday
INV00701,C,Pune,Normal,Female,Fashion accessories,98.76,1,12,11.85,98.76,110.61,Cash,9.0,11/14/2024,Thursday
INV00702,C,Hyderabad,Member,Male,Sports and travel,26.54,8,5,10.62,212.32,222.94,Cash,4.3,3/20/2025,Thursday
INV00703,A,Mumbai,Member,Male,Home and lifestyle,10.75,9,18,17.42,96.75,114.17,Cash,9.1,2/12/2025,Wednesday
INV00704,B,Mumbai,Normal,Male,Electronic accessories,75.35,7,18,94.94,527.45,622.39,Credit card,8.3,10/12/2024,Saturday
INV00705,B,Hyderabad,Normal,Female,Electronic accessories,79.31,1,18,14.28,79.31,93.59,Credit card,8.5,8/20/2024,Tuesday
INV00706,B,Mumbai,Member,Female,Fashion accessories,95.79,5,12,57.47,478.95,536.42,Cash,4.7,1/6/2025,Monday
INV00707,A,Chennai,Member,Female,Food and beverages,83.65,7,5,29.28,585.55,614.83,Credit card,8.8,8/30/2024,Friday
INV00708,C,Chennai,Normal,Male,Electronic accessories,56.88,6,18,61.43,341.28,402.71,Cash,5.6,12/21/2024,Saturday
INV00709,A,Bangalore,Normal,Male,Home and lifestyle,30.17,3,18,16.29,90.51,106.8,Ewallet,8.0,3/22/2025,Saturday
INV00710,B,Kolkata,Normal,Male,Fashion accessories,18.16,1,12,2.18,18.16,20.34,Credit card,9.8,5/31/2025,Saturday
INV00711,B,Mumbai,Normal,Female,Electronic accessories,20.39,2,18,7.34,40.78,48.12,Cash,4.3,11/23/2024,Saturday
INV00712,C,Ahmedabad,Member,Male,Home and lifestyle,88.56,2,18,31.88,177.12,209.0,Cash,8.1,5/19/2025,Monday
INV00713,C,Delhi,Member,Male,Health and beauty,91.44,4,12,43.89,365.76,409.65,Ewallet,7.1,9/26/2024,Thursday
INV00714,A,Ahmedabad,Member,Female,Health and beauty,96.98,1,12,11.64,96.98,108.62,Credit card,4.2,8/22/2024,Thursday
INV00715,C,Ahmedabad,Normal,Male,Fashion accessories,67.8,5,12,40.68,339.0,379.68,Ewallet,8.9,12/10/2024,Tuesday
INV00716,B,Bangalore,Member,Male,Fashion accessories,47.13,9,12,50.9,424.17,475.07,Ewallet,9.4,6/30/2025,Monday
INV00717,A,Delhi,Member,Female,Home and lifestyle,30.95,7,18,39.0,216.65,255.65,Credit card,5.6,10/11/2024,Friday
INV00718,A,Pune,Member,Male,Electronic accessories,12.94,9,18,20.96,116.46,137.42,Credit card,6.0,3/28/2025,Friday
INV00719,C,Ahmedabad,Member,Male,Health and beauty,88.86,9,12,95.97,799.74,895.71,Ewallet,9.3,3/26/2025,Wednesday
INV00720,B,Delhi,Member,Female,Food and beverages,37.56,9,5,16.9,338.04,354.94,Credit card,4.9,5/17/2025,Saturday
INV00721,A,Bangalore,Normal,Male,Health and beauty,12.67,5,12,7.6,63.35,70.95,Ewallet,4.1,6/18/2025,Wednesday
INV00722,B,Hyderabad,Normal,Male,Electronic accessories,78.45,3,18,42.36,235.35,277.71,Cash,4.8,4/22/2025,Tuesday
INV00723,C,Pune,Normal,Female,Food and beverages,17.54,8,5,7.02,140.32,147.34,Credit card,6.7,10/30/2024,Wednesday
INV00724,A,Kolkata,Normal,Male,Fashion accessories,47.82,5,12,28.69,239.1,267.79,Ewallet,7.2,7/28/2025,Monday
INV00725,A,Delhi,Normal,Female,Fashion accessories,97.13,7,12,81.59,679.91,761.5,Credit card,4.9,1/22/2025,Wednesday
INV00726,A,Hyderabad,Normal,Female,Sports and travel,36.67,5,5,9.17,183.35,192.52,Credit card,5.3,2/27/2025,Thursday
INV00727,A,Ahmedabad,Member,Male,Food and beverages,52.38,1,5,2.62,52.38,55.0,Cash,5.5,12/7/2024,Saturday
INV00728,A,Bangalore,Normal,Female,Home and lifestyle,35.85,1,18,6.45,35.85,42.3,Cash,7.8,9/22/2024,Sunday
INV00729,B,Bangalore,Member,Female,Electronic accessories,16.52,3,18,8.92,49.56,58.48,Credit card,7.0,10/3/2024,Thursday
INV00730,A,Kolkata,Normal,Female,Fashion accessories,66.37,2,12,15.93,132.74,148.67,Ewallet,4.2,9/3/2024,Tuesday
INV00731,A,Bangalore,Member,Male,Fashion accessories,95.33,6,12,68.64,571.98,640.62,Cash,9.4,1/15/2025,Wednesday
INV00732,B,Chennai,Member,Female,Fashion accessories,59.85,2,12,14.36,119.7,134.06,Ewallet,4.4,10/16/2024,Wednesday
INV00733,B,Bangalore,Normal,Male,Food and beverages,79.79,3,5,11.97,239.37,251.34,Ewallet,7.9,3/26/2025,Wednesday
INV00734,A,Kolkata,Member,Female,Health and beauty,15.83,3,12,5.7,47.49,53.19,Ewallet,5.4,9/6/2024,Friday
INV00735,B,Pune,Member,Male,Food and beverages,58.11,3,5,8.72,174.33,183.05,Ewallet,7.0,12/5/2024,Thursday
INV00736,C,Chennai,Normal,Male,Home and lifestyle,36.01,4,18,25.93,144.04,169.97,Credit card,9.9,2/6/2025,Thursday
INV00737,A,Chennai,Normal,Female,Sports and travel,66.32,2,5,6.63,132.64,139.27,Ewallet,8.8,10/30/2024,Wednesday
INV00738,B,Mumbai,Normal,Male,Fashion accessories,98.61,6,12,71.0,591.66,662.66,Credit card,6.5,6/23/2025,Monday
INV00739,C,Kolkata,Normal,Female,Sports and travel,51.54,2,5,5.15,103.08,108.23,Cash,4.5,2/14/2025,Friday
INV00740,A,Delhi,Member,Male,Electronic accessories,82.95,1,18,14.93,82.95,97.88,Ewallet,6.2,3/15/2025,Saturday
INV00741,B,Hyderabad,Normal,Female,Electronic accessories,12.07,9,18,19.55,108.63,128.18,Credit card,5.5,3/5/2025,Wednesday
INV00742,B,Pune,Normal,Female,Fashion accessories,44.41,4,12,21.32,177.64,198.96,Cash,6.2,2/13/2025,Thursday
INV00743,A,Chennai,Normal,Female,Food and beverages,60.24,4,5,12.05,240.96,253.01,Ewallet,4.0,10/17/2024,Thursday
INV00744,B,Delhi,Normal,Male,Food and beverages,81.65,3,5,12.25,244.95,257.2,Cash,9.8,12/28/2024,Saturday
INV00745,A,Kolkata,Member,Male,Sports and travel,30.68,6,5,9.2,184.08,193.28,Cash,9.8,11/5/2024,Tuesday
INV00746,C,Pune,Normal,Female,Health and beauty,32.24,3,12,11.61,96.72,108.33,Credit card,7.9,9/9/2024,Monday
INV00747,C,Delhi,Normal,Female,Electronic accessories,33.49,7,18,42.2,234.43,276.63,Ewallet,8.6,7/22/2025,Tuesday
INV00748,C,Ahmedabad,Normal,Female,Health and beauty,72.16,6,12,51.96,432.96,484.92,Credit card,8.4,7/20/2025,Sunday
INV00749,A,Chennai,Member,Female,Health and beauty,13.65,4,12,6.55,54.6,61.15,Ewallet,9.0,7/26/2025,Saturday
INV00750,B,Hyderabad,Member,Male,Food and beverages,63.05,7,5,22.07,441.35,463.42,Credit card,6.5,2/15/2025,Saturday
INV00751,C,Delhi,Member,Male,Electronic accessories,90.04,1,18,16.21,90.04,106.25,Credit card,7.8,11/26/2024,Tuesday
INV00752,B,Ahmedabad,Member,Male,Electronic accessories,64.22,8,18,92.48,513.76,606.24,Cash,9.0,5/28/2025,Wednesday
INV00753,C,Kolkata,Normal,Male,Sports and travel,70.79,9,5,31.86,637.11,668.97,Cash,5.1,8/6/2024,Tuesday
INV00754,C,Chennai,Normal,Male,Electronic accessories,34.61,8,18,49.84,276.88,326.72,Credit card,6.6,3/30/2025,Sunday
INV00755,B,Ahmedabad,Member,Female,Food and beverages,81.16,8,5,32.46,649.28,681.74,Credit card,8.2,12/5/2024,Thursday
INV00756,C,Chennai,Member,Male,Electronic accessories,40.64,3,18,21.95,121.92,143.87,Credit card,4.6,3/26/2025,Wednesday
INV00757,C,Hyderabad,Member,Male,Electronic accessories,27.71,6,18,29.93,166.26,196.19,Credit card,9.4,2/20/2025,Thursday
INV00758,A,Delhi,Member,Female,Home and lifestyle,55.14,3,18,29.78,165.42,195.2,Credit card,4.4,3/11/2025,Tuesday
INV00759,C,Bangalore,Normal,Male,Electronic accessories,67.24,2,18,24.21,134.48,158.69,Ewallet,9.5,3/17/2025,Monday
INV00760,A,Delhi,Normal,Male,Fashion accessories,22.05,2,12,5.29,44.1,49.39,Credit card,6.6,11/3/2024,Sunday
INV00761,A,Delhi,Normal,Male,Home and lifestyle,74.66,1,18,13.44,74.66,88.1,Cash,8.0,2/26/2025,Wednesday
INV00762,C,Hyderabad,Normal,Female,Health and beauty,42.5,2,12,10.2,85.0,95.2,Credit card,7.4,10/1/2024,Tuesday
INV00763,A,Mumbai,Member,Male,Fashion accessories,38.33,2,12,9.2,76.66,85.86,Cash,8.8,11/18/2024,Monday
INV00764,C,Delhi,Normal,Male,Health and beauty,80.87,7,12,67.93,566.09,634.02,Ewallet,5.2,9/19/2024,Thursday
INV00765,A,Bangalore,Member,Male,Food and beverages,89.72,3,5,13.46,269.16,282.62,Ewallet,9.8,11/20/2024,Wednesday
INV00766,C,Bangalore,Member,Male,Health and beauty,94.35,9,12,101.9,849.15,951.05,Ewallet,7.5,3/4/2025,Tuesday
INV00767,A,Kolkata,Member,Male,Food and beverages,51.79,5,5,12.95,258.95,271.9,Ewallet,7.9,1/5/2025,Sunday
INV00768,A,Hyderabad,Normal,Male,Fashion accessories,96.34,5,12,57.8,481.7,539.5,Cash,9.9,4/20/2025,Sunday
INV00769,C,Mumbai,Member,Male,Electronic accessories,66.98,2,18,24.11,133.96,158.07,Cash,5.2,1/21/2025,Tuesday
INV00770,B,Bangalore,Normal,Female,Health and beauty,41.66,3,12,15.0,124.98,139.98,Credit card,4.5,11/22/2024,Friday
INV00771,B,Kolkata,Normal,Female,Home and lifestyle,72.39,5,18,65.15,361.95,427.1,Cash,6.8,4/26/2025,Saturday
INV00772,A,Delhi,Normal,Female,Home and lifestyle,59.96,8,18,86.34,479.68,566.02,Ewallet,9.4,8/9/2024,Friday
INV00773,B,Chennai,Normal,Male,Home and lifestyle,24.84,5,18,22.36,124.2,146.56,Cash,5.2,5/14/2025,Wednesday
INV00774,B,Chennai,Normal,Female,Health and beauty,92.98,7,12,78.1,650.86,728.96,Credit card,8.1,6/17/2025,Tuesday
INV00775,A,Hyderabad,Member,Female,Health and beauty,30.34,3,12,10.92,91.02,101.94,Cash,7.6,6/1/2025,Sunday
INV00776,A,Delhi,Normal,Female,Sports and travel,15.87,5,5,3.97,79.35,83.32,Cash,7.4,10/21/2024,Monday
INV00777,A,Chennai,Normal,Female,Food and beverages,62.17,7,5,21.76,435.19,456.95,Cash,9.1,7/6/2025,Sunday
INV00778,A,Bangalore,Normal,Female,Home and lifestyle,89.82,4,18,64.67,359.28,423.95,Credit card,4.1,1/11/2025,Saturday
INV00779,B,Hyderabad,Member,Male,Home and lifestyle,59.45,4,18,42.8,237.8,280.6,Cash,8.0,9/20/2024,Friday
INV00780,B,Kolkata,Normal,Female,Home and lifestyle,36.77,6,18,39.71,220.62,260.33,Cash,7.4,11/13/2024,Wednesday
INV00781,C,Hyderabad,Member,Male,Sports and travel,47.48,4,5,9.5,189.92,199.42,Credit card,6.2,7/26/2025,Saturday
INV00782,A,Mumbai,Member,Male,Fashion accessories,42.38,3,12,15.26,127.14,142.4,Ewallet,9.0,12/5/2024,Thursday
INV00783,C,Delhi,Normal,Female,Home and lifestyle,92.66,6,18,100.07,555.96,656.03,Cash,4.0,8/25/2024,Sunday
INV00784,C,Ahmedabad,Normal,Female,Food and beverages,43.95,7,5,15.38,307.65,323.03,Ewallet,9.2,8/29/2024,Thursday
INV00785,A,Pune,Member,Female,Food and beverages,37.32,6,5,11.2,223.92,235.12,Credit card,6.9,2/20/2025,Thursday
INV00786,B,Ahmedabad,Member,Female,Fashion accessories,86.55,5,12,51.93,432.75,484.68,Credit card,9.3,5/10/2025,Saturday
INV00787,A,Hyderabad,Normal,Female,Food and beverages,71.51,9,5,32.18,643.59,675.77,Credit card,5.5,4/19/2025,Saturday
INV00788,B,Hyderabad,Member,Female,Food and beverages,33.12,4,5,6.62,132.48,139.1,Cash,6.9,11/19/2024,Tuesday
INV00789,A,Kolkata,Normal,Female,Sports and travel,46.7,1,5,2.34,46.7,49.04,Cash,9.4,1/12/2025,Sunday
INV00790,C,Chennai,Normal,Female,Electronic accessories,66.21,1,18,11.92,66.21,78.13,Credit card,8.4,3/11/2025,Tuesday
INV00791,C,Delhi,Normal,Female,Home and lifestyle,40.64,8,18,58.52,325.12,383.64,Credit card,9.8,7/14/2025,Monday
INV00792,C,Pune,Normal,Male,Food and beverages,28.91,1,5,1.45,28.91,30.36,Ewallet,8.2,12/17/2024,Tuesday
INV00793,C,Hyderabad,Normal,Male,Sports and travel,34.25,7,5,11.99,239.75,251.74,Ewallet,5.4,10/1/2024,Tuesday
INV00794,B,Chennai,Member,Male,Sports and travel,69.25,2,5,6.93,138.5,145.43,Cash,6.2,8/6/2024,Tuesday
INV00795,A,Mumbai,Normal,Female,Health and beauty,59.06,9,12,63.78,531.54,595.32,Cash,6.4,9/1/2024,Sunday
INV00796,C,Delhi,Member,Male,Health and beauty,28.97,4,12,13.91,115.88,129.79,Credit card,5.0,5/3/2025,Saturday
INV00797,A,Kolkata,Member,Male,Electronic accessories,16.18,7,18,20.39,113.26,133.65,Ewallet,9.9,9/14/2024,Saturday
INV00798,C,Hyderabad,Member,Male,Sports and travel,49.36,6,5,14.81,296.16,310.97,Ewallet,9.5,12/24/2024,Tuesday
INV00799,C,Pune,Member,Female,Fashion accessories,57.34,8,12,55.05,458.72,513.77,Credit card,4.0,11/25/2024,Monday
INV00800,C,Mumbai,Normal,Male,Fashion accessories,89.79,4,12,43.1,359.16,402.26,Cash,8.9,11/16/2024,Saturday
INV00801,C,Kolkata,Member,Female,Home and lifestyle,50.89,2,18,18.32,101.78,120.1,Ewallet,7.8,2/15/2025,Saturday
